"","Pathway","Type","Plantform","Leafspan","Tregion","Wregion","Wregion2","opt","Date","Time","Datacontrib","Species","Funtype","fitgroup","Location","RH","Tair","Tleaf","CO2S","PARin","Patm","BLCond","Trmmol","SWC","SWP","latitude","longitude","Totalheight","LAI","sampleheight","canopyposition","LWP","LWPpredawn","Instrument","Season","GrowthCa","GrowthTair","Growthcond","Treatment","OriginalFile","Comments","Reference","LightSource","Cond","Photo","VPD","Ci"
"9200","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","15/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Protium opacum","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.559,391.249,-9999,101.1,-9999,1.37,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.07558,5.193,1.819,269.1
"9201","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","15/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Eperua grandiflora repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.75888889,391.0366667,-9999,101,-9999,1.594444444,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.094888889,5.55,1.691111111,285.3333333
"9202","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","15/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Posoqueria latifolia","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.587,384.868,-9999,100.9,-9999,3.406,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1877,8.81,1.878,295.2
"9203","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","15/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Hirtella glandulosa","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.9925,387.11375,-9999,100.9,-9999,2.32375,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.10825,6.97625,2.165,269.125
"9204","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","15/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Recordoxylon speciosum","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.63727273,389.6672727,-9999,100.8,-9999,1.532727273,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.075736364,5.630909091,2.02,257.3636364
"9205","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","15/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Eperua falcata","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.376,392.488,-9999,100.8,-9999,1.99,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1028,4.45,1.948,309.8
"9206","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","15/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Virola surinamensis","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.997,381.6,-9999,100.7,-9999,2.841,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1732,10.94,1.688,266.3
"9207","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","16/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Ormosia coutinhoi","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.885,382.235,-9999,101.1,-9999,2.786,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1651,11.03,1.744,261.1
"9208","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","16/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Eschweilera sagotiana repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.3075,384.20875,-9999,101.1,-9999,2.56,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.15175,9.19375,1.7375,273.375
"9209","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","16/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Symphonia globulifera","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,32.083,388.776,-9999,101,-9999,1.697,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.07492,5.206,2.27,263.1
"9210","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","16/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Tapirira guianensis repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.22,373.579,-9999,101,-9999,5.046,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.2857,15.79,1.893,267.6
"9211","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","18/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Laetia procera","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.678,379.389,-9999,101.2,-9999,3.007,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1918,12.86,1.64,257.4
"9212","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","18/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Hirtella glandulosa","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.97333333,388.185,-9999,101.2,-9999,3,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.185,6.584166667,1.688333333,318.3333333
"9213","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","18/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Carapa procera","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.26923077,385.9923077,-9999,101.1,-9999,1.939230769,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.102384615,6.586923077,1.913076923,269.6153846
"9214","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","18/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Macoubea guianensis repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.457,385.764,-9999,101.1,-9999,1.451,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.07248,6.138,1.997,237.1
"9215","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","18/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Tabebuia insignis","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.04181818,382.1745455,-9999,100.9,-9999,3.205454545,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.189909091,11.20909091,1.754545455,272.8181818
"9216","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","18/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Oenocarpus bataua","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.7715,387.0445,-9999,100.8,-9999,1.7715,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.080165,5.5735,2.2085,261.4
"9217","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","18/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Tapirira obtusa","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.98272727,374.6063636,-9999,100.8,-9999,5.492727273,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.375636364,14.91818182,1.611818182,295.2727273
"9218","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Goupia glabra","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.508,385.088,-9999,101.1,-9999,1.809,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1091,7.447,1.679,263.3
"9219","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Vismia sessilifolia","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.347,373.4,-9999,101.1,-9999,6.951,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.5726,20.13,1.424,299.5
"9220","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Lecythis persistens","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.047,387.802,-9999,101.1,-9999,1.862,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1039,7.662,1.812,256.3
"9221","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Vismia sessilifolia","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.967,373.498,-9999,101.1,-9999,6.58,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.5311,19.99,1.432,296
"9222","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Goupia glabra","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.841,372.524,-9999,101,-9999,3.395,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1886,12.51,1.865,250.9
"9223","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Cupania scrobiculata repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.63888889,394.3855556,-9999,100.9,-9999,0.991444444,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.040866667,2.074444444,2.396666667,298.5555556
"9224","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Vismia sessilifolia","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.214,372.132,-9999,100.9,-9999,8.392,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.7625,19.82,1.358,313.6
"9225","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Iryanthera sagotiana","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.619,391.089,-9999,100.8,-9999,1.012,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.04376,4.41,2.283,216.4
"9226","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","19/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Ormosia coutinhoi","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.672,381.583,-9999,100.8,-9999,1.86,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.08578,8.058,2.169,216.7
"9227","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","20/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Iryanthera hostmannii","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.86666667,387.8433333,-9999,101,-9999,1.311666667,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.078116667,5.37,1.681666667,266.3333333
"9228","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","20/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Licania membranacea","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.057,384.548,-9999,101,-9999,2.643,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1721,9.107,1.59,286.7
"9229","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","20/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Sloanea grandiflora","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.843,381.86,-9999,101,-9999,2.674,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1657,10.65,1.664,265.2
"9230","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","20/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Licania alba","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.89625,386.5025,-9999,100.9,-9999,3.40875,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.2265,9.39375,1.57875,306.625
"9231","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","20/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Alchorneopsis floribunda","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.87363636,387.1018182,-9999,100.7,-9999,2.51,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.152363636,7.907272727,1.679090909,291
"9232","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","20/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Ormosia coutinhoi","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.764,387.875,-9999,100.7,-9999,4.311,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.2816,8.823,1.634,324
"9233","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","20/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Laetia procera","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.701,383.297,-9999,100.6,-9999,4.641,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.2609,12.23,1.885,292.1
"9234","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Lecythis persistens","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.135,389.326,-9999,101.1,-9999,1.65,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.09771,4.677,1.705,300.9
"9235","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Lecythis persistens","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.09666667,387.6475,-9999,101.1,-9999,1.34,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.085725,5.269166667,1.5725,278.25
"9236","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Simarouba amara repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.19266667,379.014,-9999,101.1,-9999,5.664666667,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.434266667,15.56,1.466,305.9333333
"9237","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Posoqueria latifolia","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.798,385.58,-9999,101,-9999,4.556,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.2951,10.67,1.66,313.1
"9238","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Jacaranda copaia","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.406,380.6533333,-9999,100.9,-9999,2.259333333,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.119066667,8.696,1.925333333,249.6
"9239","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Eschweilera parviflora","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.86363636,384.9663636,-9999,100.8,-9999,2.112727273,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.110727273,6.683636364,1.921818182,274.9090909
"9240","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Theobroma subincanum","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.251,388.864,-9999,100.7,-9999,3.852,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.207,8.443,1.939,308.5
"9241","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","21/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Theobroma subincanum","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.405,384.6,-9999,100.7,-9999,3.165,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1777,5.806,1.835,319
"9242","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","22/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Duroia longiflora","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.935,390.008,-9999,101.1,-9999,3.59,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.2281,6.962,1.661,328.3
"9243","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","22/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Lecythis persistens","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.083,388.107,-9999,101.1,-9999,1.334,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.0692,6.763,1.927,219
"9244","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","23/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Licania membranacea repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.428,391.629,-9999,100.9,-9999,1.224,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.07209,4.32,1.696,284.3
"9245","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","22/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Eschweilera parviflora","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,32.172,385.455,-9999,101,-9999,1.882,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.09156,6.24,2.065,262.2
"9246","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","23/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Chaetocarpus schomburgkianus repeat","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,29.505,387.746,-9999,100.9,-9999,2.262,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1402,8.144,1.651,281.8
"9247","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","23/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Eschweilera coriacea","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.179,385.127,-9999,100.9,-9999,2.699,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1752,10.48,1.594,275.8
"9248","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","23/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Theobroma subincanum","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,32.084,389.004,-9999,100.8,-9999,1.832,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.09851,5.166,1.865,292.2
"9249","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","23/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Duroia longiflora","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,31.388,389.898,-9999,100.7,-9999,2.538,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1381,7.275,1.869,291.7
"9250","C3","angiosperm","tree","evergreen","tropical","humid",2.478,"opt","25/10/10","-9999","J Zaragoza-Castells_P Meir_O Atkin","Virola surinamensis","Rainforest","Rainforest spp","Paracou_French Guiana",-9999,-9999,30.797,384.077,-9999,100.8,-9999,3.086,-9999,-9999,2.75,-52.25,"-9999","-9999",-9999,"-9999",-9999,-9999,"-9999","-9999","ambient","Ambient","field","none","data for Belinda's model_Joana.xls","Asat (2000) spot measurements and first point from A_PAR curves","-9999","-9999",0.1798,13.11,1.773,251.9
